Start_Date,End_Date,Data_Used,timediff
2026-02-08,2026-02-08,7.63,0-0 0 0:2:30
2025-05-23,2025-05-23,15.58,0-0 0 0:1:25
2025-12-26,2025-12-26,14.67,0-0 0 0:2:10
2025-07-31,2025-07-31,27.49,0-0 0 0:2:51
2026-03-14,2026-03-14,84.61,0-0 0 0:8:8
2026-04-30,2026-04-30,12.32,0-0 0 0:1:44
2026-02-15,2026-02-15,57.16,0-0 0 0:9:22
2025-05-14,2025-05-14,1.89,0-0 0 0:0:28
2025-12-25,2025-12-25,11.65,0-0 0 0:2:37
2025-11-15,2025-11-15,4.82,0-0 0 0:1:31
2025-06-06,2025-06-06,7.93,0-0 0 0:2:46
2025-05-12,2025-05-12,99.09,0-0 0 0:22:54
2026-01-22,2026-01-22,33.91,0-0 0 0:3:13
2025-12-07,2025-12-07,1346.75,0-0 0 0:2:57
2025-08-26,2025-08-26,11.55,0-0 0 0:2:2
2026-01-19,2026-01-19,25.01,0-0 0 0:3:41
2025-07-22,2025-07-22,2.03,0-0 0 0:2:56
2025-09-16,2025-09-16,30.41,0-0 0 0:4:11
2025-05-27,2025-05-27,6.61,0-0 0 0:0:58
2025-07-02,2025-07-02,79.25,0-0 0 0:26:18
2025-09-23,2025-09-23,4.93,0-0 0 0:2:50
2025-12-19,2025-12-19,2.97,0-0 0 0:3:33
2026-01-31,2026-01-31,13.89,0-0 0 0:2:7
2026-02-27,2026-02-27,1.76,0-0 0 0:1:17
2026-05-08,2026-05-08,4.47,0-0 0 0:3:51
2026-03-25,2026-03-25,2.38,0-0 0 0:0:47
2026-02-25,2026-02-25,43.49,0-0 0 0:3:38
2025-07-17,2025-07-17,31.78,0-0 0 0:2:58
2026-02-08,2026-02-08,75.05,0-0 0 0:18:6
2026-03-18,2026-03-18,18.61,0-0 0 0:6:29
2026-04-06,2026-04-06,112.92,0-0 0 0:15:11
2025-11-26,2025-11-26,26.9,0-0 0 0:3:27
2025-09-05,2025-09-05,38.38,0-0 0 0:22:3
2026-03-10,2026-03-10,831.06,0-0 0 0:4:19
2025-05-30,2025-05-30,15.52,0-0 0 0:4:32
2025-08-25,2025-08-25,57.39,0-0 0 0:6:48
2025-07-12,2025-07-12,1.86,0-0 0 0:0:54
2025-10-16,2025-10-16,12.68,0-0 0 0:1:6
2025-11-16,2025-11-16,95.19,0-0 0 0:11:51
2025-10-10,2025-10-10,280.09,0-0 0 0:26:18
2026-03-13,2026-03-13,547.7,0-0 0 1:45:24
2026-04-27,2026-04-27,9.93,0-0 0 0:1:58
2026-03-04,2026-03-04,70.36,0-0 0 0:18:3
2025-08-16,2025-08-16,12.59,0-0 0 0:3:56
2025-09-11,2025-09-11,63.28,0-0 0 0:18:54
2025-12-11,2025-12-11,3.33,0-0 0 0:0:38
2025-09-19,2025-09-19,82.78,0-0 0 0:10:19
2025-06-15,2025-06-15,533.13,0-0 0 1:6:26
2026-02-05,2026-02-05,5.7,0-0 0 0:0:40
2025-09-20,2025-09-20,9.7,0-0 0 0:9:24
2025-11-25,2025-11-25,15.16,0-0 0 0:5:19
2025-06-09,2025-06-09,9.25,0-0 0 0:4:27
2025-09-15,2025-09-15,6.6,0-0 0 0:1:27
2025-10-04,2025-10-04,44.62,0-0 0 0:20:25
2025-10-05,2025-10-05,17.02,0-0 0 0:14:20
2026-04-20,2026-04-20,801.89,0-0 0 1:57:39
2026-02-25,2026-02-25,11.84,0-0 0 0:4:57
2025-10-05,2025-10-05,4.1,0-0 0 0:0:26
2025-07-22,2025-07-22,12.79,0-0 0 0:3:15
2026-03-29,2026-03-29,13.67,0-0 0 0:3:22
2025-06-05,2025-06-05,29.8,0-0 0 0:3:16
2025-10-30,2025-10-30,7.81,0-0 0 0:1:43
2026-01-09,2026-01-09,270.99,0-0 0 0:27:45
2026-02-01,2026-02-01,113.03,0-0 0 0:15:28
2025-09-03,2025-09-03,3.32,0-0 0 0:0:17
2026-02-10,2026-02-10,28.51,0-0 0 0:21:39
2025-06-12,2025-06-12,101.05,0-0 0 0:24:53
2025-07-05,2025-07-05,14.59,0-0 0 0:2:12
2025-05-25,2025-05-25,62.62,0-0 0 0:8:2
2026-02-24,2026-02-24,4.26,0-0 0 0:1:3
2025-08-02,2025-08-02,44.52,0-0 0 0:4:26
2026-02-10,2026-02-10,17.69,0-0 0 0:2:18
2025-10-24,2025-10-24,104.8,0-0 0 0:9:4
2026-03-28,2026-03-28,145.87,0-0 0 0:16:48
2026-03-26,2026-03-26,131.88,0-0 0 0:19:33
2025-12-21,2025-12-21,8.63,0-0 0 0:2:14
2025-05-30,2025-05-30,258.95,0-0 0 0:23:35
2025-09-10,2025-09-10,1.07,0-0 0 0:0:23
2025-12-27,2025-12-27,12.55,0-0 0 0:1:27
2025-07-12,2025-07-12,9.02,0-0 0 0:3:55
2025-05-13,2025-05-13,25.55,0-0 0 0:4:51
2025-07-26,2025-07-26,140.24,0-0 0 0:17:31
2025-09-20,2025-09-20,36.92,0-0 0 0:4:19
2025-08-22,2025-08-22,37.23,0-0 0 0:3:24
2026-01-19,2026-01-19,40.15,0-0 0 0:6:51
2025-10-14,2025-10-14,117.11,0-0 0 0:18:25
2025-10-05,2025-10-05,9.92,0-0 0 0:3:32
2025-09-13,2025-09-13,12.17,0-0 0 0:3:36
2026-03-17,2026-03-17,24.99,0-0 0 0:3:16
2025-07-24,2025-07-24,172.82,0-0 0 0:17:53
2025-07-20,2025-07-20,234.47,0-0 0 0:29:9
2025-05-10,2025-05-10,11.54,0-0 0 0:1:34
2025-07-05,2025-07-05,16.04,0-0 0 0:11:50
2026-01-04,2026-01-04,8.24,0-0 0 0:0:58
2025-12-24,2025-12-24,124.16,0-0 0 1:32:56
2025-06-03,2025-06-03,21.05,0-0 0 0:22:48
2025-05-23,2025-05-23,7.27,0-0 0 0:4:40
2026-01-10,2026-01-10,4.88,0-0 0 0:1:16
2026-04-17,2026-04-17,7.06,0-0 0 0:1:23
2025-05-25,2025-05-25,9.04,0-0 0 0:2:44
2025-09-06,2025-09-06,1.07,0-0 0 0:0:21
2026-03-15,2026-03-15,1.8,0-0 0 0:1:13
2025-12-11,2025-12-11,43.86,0-0 0 0:4:2
2026-05-03,2026-05-03,34.11,0-0 0 0:3:15
2025-10-30,2025-10-30,7.73,0-0 0 0:0:43
2026-02-04,2026-02-04,2.33,0-0 0 0:0:16
2025-11-12,2025-11-12,142.26,0-0 0 0:15:19
2025-07-12,2025-07-12,3.48,0-0 0 0:1:44
2025-08-27,2025-08-27,28.21,0-0 0 0:18:24
2026-03-11,2026-03-11,42.49,0-0 0 0:4:13
2025-07-12,2025-07-12,8.9,0-0 0 0:4:29
2026-03-16,2026-03-16,17.57,0-0 0 0:3:20
2025-07-11,2025-07-11,20.57,0-0 0 0:3:7
2026-05-01,2026-05-01,6.92,0-0 0 0:1:26
2026-03-20,2026-03-20,3.15,0-0 0 0:0:35
2025-11-08,2025-11-08,91.24,0-0 0 0:24:8
2025-08-14,2025-08-14,277.53,0-0 0 0:24:45
2025-09-18,2025-09-18,129.63,0-0 0 0:26:9
2026-04-13,2026-04-13,57.72,0-0 0 0:14:33
2026-01-14,2026-01-14,41.93,0-0 0 0:4:17
2025-06-09,2025-06-09,63.17,0-0 0 0:8:59
2025-07-14,2025-07-14,101.02,0-0 0 0:24:50
2025-11-22,2025-11-22,16.98,0-0 0 0:2:23
2025-06-11,2025-06-11,528.2,0-0 0 1:40:17
2025-07-02,2025-07-02,141.75,0-0 0 0:29:28
2025-12-01,2025-12-01,20.06,0-0 0 0:3:10
2025-09-18,2025-09-18,33.5,0-0 0 0:7:24
2025-08-13,2025-08-13,42.38,0-0 0 0:3:57
2026-03-20,2026-03-20,22.36,0-0 0 0:3:27
2025-10-24,2025-10-24,0.97,0-0 0 0:0:25
2026-04-22,2026-04-22,18.3,0-0 0 0:4:0
2025-05-20,2025-05-20,73.42,0-0 0 0:8:24
2026-03-07,2026-03-07,14.32,0-0 0 0:5:0
2026-03-16,2026-03-16,1.0,0-0 0 0:0:26
2026-01-01,2026-01-01,19.49,0-0 0 0:5:0
2025-07-26,2025-07-26,31.64,0-0 0 0:45:46
2026-02-07,2026-02-07,213.22,0-0 0 0:24:35
2025-06-03,2025-06-03,5.84,0-0 0 0:1:34
2026-04-23,2026-04-23,42.05,0-0 0 0:3:35
2026-04-16,2026-04-16,16.01,0-0 0 0:7:16
2025-09-07,2025-09-07,28.39,0-0 0 0:2:24
2025-05-17,2025-05-17,354.57,0-0 0 0:29:55
2025-08-10,2025-08-10,385.57,0-0 0 1:34:28
2025-11-07,2025-11-07,321.39,0-0 0 1:54:54
2026-02-04,2026-02-04,21.28,0-0 0 0:4:56
2025-07-13,2025-07-13,7.38,0-0 0 0:0:56
2026-01-08,2026-01-08,23.86,0-0 0 0:3:28
2026-04-29,2026-04-29,16.32,0-0 0 0:3:18
2026-03-10,2026-03-10,17.4,0-0 0 0:1:34
2025-12-04,2025-12-04,7.68,0-0 0 0:0:51
2025-12-12,2025-12-12,40.57,0-0 0 0:9:16
2025-11-04,2025-11-04,16.79,0-0 0 0:4:3
2025-07-14,2025-07-14,139.08,0-0 0 0:17:47
2026-03-11,2026-03-11,1.86,0-0 0 0:0:38
2025-07-18,2025-07-18,23.84,0-0 0 0:3:50
2025-12-11,2025-12-11,19.6,0-0 0 0:2:47
2025-07-19,2025-07-19,13.11,0-0 0 0:1:22
2025-06-05,2025-06-05,149.18,0-0 0 0:13:7
2025-11-25,2025-11-25,102.31,0-0 0 0:40:58
2025-07-03,2025-07-03,2.06,0-0 0 0:3:23
2025-11-09,2025-11-09,26.07,0-0 0 0:9:45
2025-06-15,2025-06-15,4.55,0-0 0 0:4:32
2025-08-21,2025-08-21,7.65,0-0 0 0:8:28
2025-11-27,2025-11-27,2.19,0-0 0 0:1:27
2025-06-13,2025-06-13,1.31,0-0 0 0:0:17
2025-11-16,2025-11-16,103.94,0-0 0 0:16:39
2025-08-06,2025-08-06,22.91,0-0 0 0:2:32
2025-05-17,2025-05-17,1242.25,0-0 0 0:3:44
2025-10-14,2025-10-14,16.2,0-0 0 0:6:27
2025-12-26,2025-12-26,14.97,0-0 0 0:1:16
2026-01-12,2026-01-12,188.55,0-0 0 0:20:17
2025-08-15,2025-08-15,13.05,0-0 0 0:1:56
2025-10-29,2025-10-29,7.39,0-0 0 0:0:52
2025-11-26,2025-11-26,41.01,0-0 0 0:3:55
2026-01-27,2026-01-27,5.72,0-0 0 0:2:42
2026-01-20,2026-01-20,4.29,0-0 0 0:0:28
2025-12-29,2025-12-29,10.96,0-0 0 0:4:28
2026-04-02,2026-04-02,17.26,0-0 0 0:2:43
2026-04-19,2026-04-19,33.03,0-0 0 0:4:49
2025-08-15,2025-08-15,129.39,0-0 0 1:54:2
2025-06-19,2025-06-19,7.11,0-0 0 0:1:26
2025-06-18,2025-06-18,6.99,0-0 0 0:1:43
2025-08-27,2025-08-27,36.9,0-0 0 0:4:4
2025-12-19,2025-12-19,1.69,0-0 0 0:1:15
2025-05-22,2025-05-22,53.48,0-0 0 0:4:40
2026-03-27,2026-03-27,195.94,0-0 0 0:21:50
2026-01-28,2026-01-28,3.52,0-0 0 0:0:18
2025-12-07,2025-12-07,90.4,0-0 0 0:26:0
2025-06-16,2025-06-16,49.33,0-0 0 0:24:8
2025-06-23,2025-06-23,71.17,0-0 0 0:21:56
2025-09-09,2025-09-09,3.51,0-0 0 0:0:38
2025-07-23,2025-07-23,88.95,0-0 0 0:11:53
2026-05-04,2026-05-04,18.56,0-0 0 0:1:53
2025-10-13,2025-10-13,86.08,0-0 0 0:14:40
2025-10-02,2025-10-02,6.61,0-0 0 0:1:37
2025-05-23,2025-05-23,2.31,0-0 0 0:0:14
2025-07-31,2025-07-31,174.0,0-0 0 0:27:43
2025-09-27,2025-09-27,15.56,0-0 0 0:2:18
2025-08-04,2025-08-04,2.57,0-0 0 0:1:34
2025-11-02,2025-11-02,90.02,0-0 0 0:16:41
2025-09-02,2025-09-02,20.5,0-0 0 0:2:45
2025-10-16,2025-10-16,135.0,0-0 0 0:25:0
2026-02-07,2026-02-07,39.39,0-0 0 0:4:54
2025-09-10,2025-09-10,315.4,0-0 0 0:29:54
2025-11-07,2025-11-07,16.3,0-0 0 0:2:51
2025-10-16,2025-10-16,15.61,0-0 0 0:1:27
2025-06-27,2025-06-27,8.52,0-0 0 0:2:57
2025-07-10,2025-07-10,21.81,0-0 0 0:4:58
2025-06-24,2025-06-24,26.35,0-0 0 0:3:49
2025-10-15,2025-10-15,4.73,0-0 0 0:0:24
2025-05-13,2025-05-13,2.44,0-0 0 0:1:1
2026-02-12,2026-02-12,28.67,0-0 0 0:3:30
2025-09-29,2025-09-29,32.43,0-0 0 0:4:1
2026-01-05,2026-01-05,235.63,0-0 0 0:21:22
2026-02-17,2026-02-17,34.7,0-0 0 0:3:8
2025-12-05,2025-12-05,0.35,0-0 0 0:0:30
2026-04-23,2026-04-23,10.39,0-0 0 0:0:58
2026-02-18,2026-02-18,29.77,0-0 0 0:3:56
2025-10-01,2025-10-01,75.79,0-0 0 0:13:19
2025-06-23,2025-06-23,74.35,0-0 0 0:12:19
2026-02-14,2026-02-14,20.89,0-0 0 0:4:40
2025-12-15,2025-12-15,31.66,0-0 0 0:3:7
2025-11-14,2025-11-14,3.49,0-0 0 0:1:39
2025-10-28,2025-10-28,58.53,0-0 0 0:4:58
2026-04-12,2026-04-12,2.04,0-0 0 0:0:51
2025-11-26,2025-11-26,54.65,0-0 0 0:4:48
2025-12-18,2025-12-18,1.14,0-0 0 0:0:11
2026-04-09,2026-04-09,56.35,0-0 0 0:28:6
2026-05-08,2026-05-08,18.58,0-0 0 0:3:6
2026-04-29,2026-04-29,170.14,0-0 0 0:28:46
2025-07-07,2025-07-07,41.68,0-0 0 0:23:22
2025-09-07,2025-09-07,2.97,0-0 0 0:3:18
2025-08-10,2025-08-10,15.33,0-0 0 0:1:23
2025-09-08,2025-09-08,14.44,0-0 0 0:3:20
2026-03-02,2026-03-02,9.82,0-0 0 0:1:22
2026-04-18,2026-04-18,1.31,0-0 0 0:0:13
2026-01-07,2026-01-07,18.86,0-0 0 0:2:10
2026-05-08,2026-05-08,4.15,0-0 0 0:0:37
2025-06-27,2025-06-27,1.48,0-0 0 0:0:52
2025-10-06,2025-10-06,39.07,0-0 0 0:7:12
2026-05-05,2026-05-05,7.88,0-0 0 0:0:51
2025-09-27,2025-09-27,392.9,0-0 0 1:30:35
2026-02-24,2026-02-24,18.64,0-0 0 0:2:44
2026-02-26,2026-02-26,154.5,0-0 0 0:14:43
2025-06-14,2025-06-15,296.07,0-0 0 0:28:13
2026-04-07,2026-04-07,22.5,0-0 0 0:2:43
2026-04-17,2026-04-17,9.55,0-0 0 0:1:6
2025-08-20,2025-08-20,11.09,0-0 0 0:4:41
2025-12-28,2025-12-28,2.57,0-0 0 0:1:27
2025-11-11,2025-11-11,44.78,0-0 0 0:4:29
2025-05-18,2025-05-18,11.06,0-0 0 0:3:1
2025-10-17,2025-10-17,27.79,0-0 0 0:3:5
2025-06-25,2025-06-25,69.44,0-0 0 0:7:33
2025-05-27,2025-05-27,130.88,0-0 0 0:12:56
2025-12-26,2025-12-26,28.8,0-0 0 0:2:43
2025-12-26,2025-12-26,47.88,0-0 0 0:18:12
2025-10-19,2025-10-19,63.39,0-0 0 0:11:3
2025-10-16,2025-10-16,188.65,0-0 0 0:24:31
2026-05-01,2026-05-01,80.6,0-0 0 0:8:8
2026-01-27,2026-01-27,25.85,0-0 0 0:3:16
2025-12-19,2025-12-19,58.58,0-0 0 0:5:15
2026-03-08,2026-03-08,28.58,0-0 0 0:2:49
2026-03-14,2026-03-14,2.3,0-0 0 0:0:14
2025-08-11,2025-08-11,169.14,0-0 0 0:26:2
2025-11-08,2025-11-08,261.98,0-0 0 0:23:48
2025-09-06,2025-09-06,4.83,0-0 0 0:4:2
2025-06-02,2025-06-02,4.77,0-0 0 0:2:10
2026-01-15,2026-01-15,24.98,0-0 0 0:3:3
2025-09-10,2025-09-10,56.76,0-0 0 0:25:2
2025-05-18,2025-05-18,27.61,0-0 0 0:2:19
2025-07-28,2025-07-28,128.45,0-0 0 0:11:15
2025-11-02,2025-11-02,262.72,0-0 0 0:21:56
2025-12-18,2025-12-18,26.66,0-0 0 0:4:56
2026-04-13,2026-04-13,21.9,0-0 0 0:2:2
2026-02-24,2026-02-24,48.74,0-0 0 0:4:33
2025-08-24,2025-08-24,3.0,0-0 0 0:2:50
2026-01-16,2026-01-16,6.56,0-0 0 0:3:45
2026-01-02,2026-01-02,3.31,0-0 0 -0:1:35
2025-10-18,2025-10-18,17.71,0-0 0 0:8:11
2026-02-03,2026-02-03,10.97,0-0 0 -0:2:53
2025-10-12,2025-10-12,50.16,0-0 0 0:9:24
2026-01-19,2026-01-19,6.75,0-0 0 0:2:35
2025-10-12,2025-10-12,783.35,0-0 0 1:41:41
2026-04-25,2026-04-25,8.22,0-0 0 0:1:30
2025-06-30,2025-06-30,172.66,0-0 0 0:17:31
2026-01-18,2026-01-18,13.98,0-0 0 0:1:23
2025-05-26,2025-05-26,4.11,0-0 0 0:0:34
2026-04-13,2026-04-13,19.67,0-0 0 0:15:27
2026-02-28,2026-02-28,2.62,0-0 0 0:1:11
2026-03-18,2026-03-18,25.6,0-0 0 0:3:8
2026-01-24,2026-01-24,5.09,0-0 0 0:1:55
2026-04-10,2026-04-10,15.08,0-0 0 0:3:24
2025-11-22,2025-11-22,20.76,0-0 0 0:1:54
2025-11-12,2025-11-12,721.39,0-0 0 1:27:21
2026-03-15,2026-03-15,24.27,0-0 0 0:4:16
2025-07-29,2025-07-29,41.77,0-0 0 0:25:14
2025-12-05,2025-12-05,10.65,0-0 0 -0:5:0
2025-06-12,2025-06-12,24.8,0-0 0 0:4:59
2025-11-30,2025-11-30,34.35,0-0 0 0:3:51
2025-06-29,2025-06-29,41.35,0-0 0 0:26:59
2026-03-02,2026-03-02,14.39,0-0 0 0:2:20
2026-04-27,2026-04-27,19.68,0-0 0 0:3:36
2026-03-01,2026-03-01,17.85,0-0 0 0:2:41
2025-12-26,2025-12-26,5.9,0-0 0 0:5:0
2026-01-26,2026-01-26,166.83,0-0 0 0:18:50
2025-07-20,2025-07-20,36.81,0-0 0 0:3:34
2026-05-02,2026-05-02,12.97,0-0 0 0:4:14
2025-05-24,2025-05-24,118.74,0-0 0 0:26:16
2025-08-20,2025-08-20,15.18,0-0 0 0:2:11
2025-12-22,2025-12-22,111.25,0-0 0 0:19:56
2026-01-02,2026-01-02,83.34,0-0 0 0:15:9
2025-12-15,2025-12-15,1.5,0-0 0 0:0:20
2025-07-03,2025-07-03,13.39,0-0 0 0:3:18
2026-03-07,2026-03-07,162.57,0-0 0 0:24:8
2025-09-17,2025-09-17,16.95,0-0 0 0:2:56
2025-06-06,2025-06-06,74.89,0-0 0 0:8:32
2026-02-24,2026-02-24,2.75,0-0 0 0:0:24
2025-12-10,2025-12-10,14.62,0-0 0 0:2:45
2026-02-18,2026-02-18,16.9,0-0 0 0:4:1
2025-09-24,2025-09-24,12.02,0-0 0 0:2:19
2025-06-30,2025-06-30,431.87,0-0 0 0:50:7
2025-08-25,2025-08-25,2.58,0-0 0 0:1:38
2025-12-18,2025-12-18,3.38,0-0 0 0:2:34
2025-11-17,2025-11-17,10.07,0-0 0 0:4:38
2025-12-10,2025-12-10,21.11,0-0 0 0:18:29
2025-12-23,2025-12-23,849.71,0-0 0 1:51:54
2025-10-14,2025-10-14,105.11,0-0 0 0:10:11
2026-03-14,2026-03-14,2.05,0-0 0 0:2:26
2025-05-27,2025-05-27,71.41,0-0 0 0:6:31
2026-02-04,2026-02-04,7.49,0-0 0 0:0:47
2026-03-04,2026-03-04,5.51,0-0 0 0:0:37
2025-10-21,2025-10-21,21.81,0-0 0 -0:3:42
2025-05-15,2025-05-15,28.81,0-0 0 0:3:37
2026-02-25,2026-02-25,113.04,0-0 0 0:10:37
2026-01-11,2026-01-11,22.38,0-0 0 0:3:13
2025-07-07,2025-07-07,23.08,0-0 0 0:3:9
2025-05-29,2025-05-29,411.74,0-0 0 0:42:32
2025-11-24,2025-11-24,37.9,0-0 0 0:3:55
2025-12-12,2025-12-12,7.83,0-0 0 0:0:53
2025-06-01,2025-06-01,7.48,0-0 0 0:3:2
2026-01-09,2026-01-09,14.83,0-0 0 0:1:51
2026-01-10,2026-01-10,5.02,0-0 0 0:1:10
2025-10-06,2025-10-06,8.66,0-0 0 0:4:17
2025-09-30,2025-09-30,19.89,0-0 0 0:3:51
2026-05-02,2026-05-02,34.83,0-0 0 0:4:44
2025-12-21,2025-12-21,166.26,0-0 0 0:14:21
2026-04-13,2026-04-13,28.44,0-0 0 0:4:46
2025-11-07,2025-11-07,24.27,0-0 0 0:4:32
2025-08-14,2025-08-14,6.46,0-0 0 0:1:53
2025-08-30,2025-08-30,14.42,0-0 0 0:2:43
2025-09-13,2025-09-13,78.46,0-0 0 0:18:27
2025-10-27,2025-10-27,16.66,0-0 0 0:3:3
2025-07-09,2025-07-09,25.32,0-0 0 0:3:24
2025-07-13,2025-07-13,17.2,0-0 0 0:2:55
2025-09-03,2025-09-03,44.0,0-0 0 0:15:42
2026-04-28,2026-04-28,29.89,0-0 0 0:4:23
2026-03-22,2026-03-22,198.07,0-0 0 0:26:19
2026-04-20,2026-04-20,39.09,0-0 0 0:4:22
2025-10-02,2025-10-02,2.84,0-0 0 0:1:2
2026-01-06,2026-01-06,16.27,0-0 0 0:6:14
2026-04-24,2026-04-24,121.73,0-0 0 0:20:1
2026-02-16,2026-02-16,1152.14,0-0 0 1:45:32
2025-07-08,2025-07-08,13.92,0-0 0 0:8:45
2026-01-25,2026-01-25,34.08,0-0 0 0:3:4
2025-10-11,2025-10-11,12.82,0-0 0 0:1:20
2025-06-02,2025-06-02,89.94,0-0 0 0:9:52
2025-07-29,2025-07-29,13.58,0-0 0 0:4:58
2025-08-27,2025-08-27,43.3,0-0 0 0:3:41
2026-05-08,2026-05-08,6.17,0-0 0 0:3:4
2025-07-24,2025-07-24,32.32,0-0 0 0:4:32
2026-01-25,2026-01-25,176.88,0-0 0 0:15:27
2026-03-17,2026-03-17,38.17,0-0 0 0:5:0
2025-12-13,2025-12-13,1.26,0-0 0 0:0:30
2025-09-09,2025-09-09,0.46,0-0 0 0:0:26
2025-06-20,2025-06-20,47.14,0-0 0 0:4:45
2026-01-07,2026-01-07,43.42,0-0 0 0:3:56
2026-01-27,2026-01-27,30.69,0-0 0 0:2:50
2026-01-20,2026-01-20,116.33,0-0 0 0:23:34
2025-11-30,2025-11-30,402.99,0-0 0 0:46:26
2025-08-17,2025-08-17,27.46,0-0 0 0:17:34
2025-09-18,2025-09-18,20.67,0-0 0 0:2:5
2025-11-11,2025-11-11,7.12,0-0 0 0:1:53
2026-03-15,2026-03-15,17.07,0-0 0 -0:3:18
2025-08-25,2025-08-25,15.51,0-0 0 0:2:26
2025-05-23,2025-05-23,4.58,0-0 0 0:4:59
2026-03-12,2026-03-12,73.01,0-0 0 -0:3:44
2026-04-09,2026-04-09,277.17,0-0 0 0:30:0
2026-04-03,2026-04-03,269.35,0-0 0 0:24:22
2025-12-11,2025-12-11,19.19,0-0 0 0:2:5
2025-08-15,2025-08-15,72.93,0-0 0 0:14:26
2026-02-27,2026-02-27,24.26,0-0 0 0:3:20
2026-05-05,2026-05-05,24.17,0-0 0 -0:0:17
2026-02-11,2026-02-11,3.54,0-0 0 0:0:25
2025-06-17,2025-06-17,12.28,0-0 0 0:1:57
2025-07-07,2025-07-07,30.46,0-0 0 0:2:51
2026-03-26,2026-03-26,92.38,0-0 0 0:17:33
2026-04-26,2026-04-26,10.91,0-0 0 0:3:53
2025-05-25,2025-05-25,5.27,0-0 0 0:0:51
2025-12-11,2025-12-11,33.11,0-0 0 0:4:30
2025-09-29,2025-09-29,1.85,0-0 0 0:0:35
2025-07-03,2025-07-03,4.14,0-0 0 0:1:6
2025-11-15,2025-11-15,44.25,0-0 0 0:3:58
2026-02-27,2026-02-27,30.62,0-0 0 0:4:37
2025-07-11,2025-07-11,36.64,0-0 0 0:3:13
2025-11-04,2025-11-04,28.15,0-0 0 0:4:14
2025-10-23,2025-10-23,32.13,0-0 0 0:2:46
2025-06-16,2025-06-16,149.31,0-0 0 0:16:38
2025-10-17,2025-10-17,13.69,0-0 0 0:2:2
2025-10-21,2025-10-21,12.66,0-0 0 0:1:50
2025-11-07,2025-11-07,20.98,0-0 0 0:1:59
2026-01-05,2026-01-05,14.97,0-0 0 0:1:24
2025-05-15,2025-05-15,70.15,0-0 0 0:10:9
2026-02-02,2026-02-02,13.83,0-0 0 0:4:10
2025-07-22,2025-07-22,25.7,0-0 0 0:3:49
2026-02-13,2026-02-13,11.91,0-0 0 0:3:3
2026-01-28,2026-01-28,68.7,0-0 0 0:23:28
2026-03-09,2026-03-09,11.45,0-0 0 0:3:3
2025-10-16,2025-10-16,29.32,0-0 0 0:2:46
2026-02-13,2026-02-13,5.33,0-0 0 0:0:45
2026-05-06,2026-05-06,6.89,0-0 0 0:2:1
2026-05-05,2026-05-05,6837.75,0-0 0 0:21:12
2025-09-30,2025-09-30,12.21,0-0 0 0:2:57
2026-01-02,2026-01-02,253.88,0-0 0 0:28:33
2025-12-05,2025-12-05,148.19,0-0 0 0:21:43
2025-09-10,2025-09-10,2.94,0-0 0 0:1:42
2025-12-15,2025-12-15,2.36,0-0 0 0:0:46
2025-12-03,2025-12-03,63.05,0-0 0 0:11:16
2025-07-25,2025-07-25,2.02,0-0 0 -0:2:5
2025-11-26,2025-11-26,13.45,0-0 0 0:1:59
2026-03-09,2026-03-09,10.25,0-0 0 0:1:28
2025-07-17,2025-07-17,140.5,0-0 0 0:14:34
2025-09-13,2025-09-13,46.0,0-0 0 0:4:46
2025-09-27,2025-09-27,0.59,0-0 0 0:0:39
2025-11-06,2025-11-06,212.63,0-0 0 0:27:50
2025-08-14,2025-08-14,28.75,0-0 0 0:9:5
2025-06-02,2025-06-02,43.73,0-0 0 0:29:57
2025-07-13,2025-07-13,8.59,0-0 0 0:3:35
2026-05-04,2026-05-04,1.46,0-0 0 0:0:45
2025-09-29,2025-09-29,12.69,0-0 0 0:2:16
2025-07-21,2025-07-21,41.7,0-0 0 0:7:24
2026-04-06,2026-04-06,1.74,0-0 0 0:1:18
2026-04-10,2026-04-10,25.84,0-0 0 0:2:58
2025-11-06,2025-11-06,28.8,0-0 0 0:12:53
2026-02-25,2026-02-25,17.43,0-0 0 0:4:40
2025-05-28,2025-05-28,114.7,0-0 0 0:21:1
2026-01-17,2026-01-17,103.89,0-0 0 0:12:7
2026-01-16,2026-01-16,27.7,0-0 0 0:2:41
2025-11-06,2025-11-06,170.88,0-0 0 0:16:4
2025-11-30,2025-11-30,27.14,0-0 0 0:4:59
2025-08-24,2025-08-24,6.22,0-0 0 0:0:36
2026-02-17,2026-02-17,27.47,0-0 0 0:4:43
2025-06-06,2025-06-06,10.75,0-0 0 0:1:20
2025-11-05,2025-11-05,8.05,0-0 0 0:1:18
2025-09-19,2025-09-19,1.72,0-0 0 0:0:10
2025-06-25,2025-06-25,34.83,0-0 0 0:3:40
2025-11-15,2025-11-15,1.94,0-0 0 0:0:17
2026-03-21,2026-03-21,16.45,0-0 0 0:2:27
2025-06-17,2025-06-17,6.59,0-0 0 0:3:13
2025-12-21,2025-12-21,31.73,0-0 0 0:3:37
2026-03-29,2026-03-29,29.71,0-0 0 0:3:0
2026-02-25,2026-02-25,488.29,0-0 0 1:15:51
2026-01-03,2026-01-03,13.59,0-0 0 0:4:2
2025-12-15,2025-12-15,3.65,0-0 0 0:3:15
2026-03-07,2026-03-07,6.19,0-0 0 0:1:19
2026-04-02,2026-04-02,27.72,0-0 0 0:4:46
